央视(电信),#genre#
福建少儿(高清),http://27.148.240.181/PLTV/88888888/224/3221226738/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7ET0-MQ0YA1cU3Nso0wE-udw%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F2354514%40BESTV.STA.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
海峡卫视(高清),http://27.148.240.181/PLTV/88888888/224/3221226748/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7ETXVE-c9RHeX-cT5MNVoTJg%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F3097544%40BESTV.STA.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
福建教育频道(高清),http://27.148.240.181/PLTV/88888888/224/3221226884/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EebfHIVcSZD6SN7tFck1_QQ%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F3548891%40BESTV.STA.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
厦门卫视,http://27.148.240.181/PLTV/88888888/224/3221226744/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7Ex8gyXqcnP8fPqzkN6AwiOA%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F398252%40BESTV.STA.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
漳浦综合,http://220.161.87.62:8800/hls/0/index.m3u8
漳州综合,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8#http://59.37.87.116/lms_31182/tv_channel_175__redirect__31182.m3u8
三明新闻,http://stream.smntv.cn/smtv1/sd/live.m3u8
三明公共,http://stream.smntv.cn/smtv2/sd/live.m3u8

少儿(电信),#genre#
哈哈炫动,http://27.148.240.181/PLTV/88888888/224/3221226988/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EVOny_RaNiv3kso23IaT17w%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F1324%40BESTV.SMG.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
动漫秀场(高清),http://27.148.240.181/PLTV/88888888/224/3221226750/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7ERUMwzUuWVeippYQ8alMH3g%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F1555886%40BESTV.SMG.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
嘉佳卡通,http://27.148.240.181/PLTV/88888888/224/3221226890/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EN3JMn9Cv1PedGRI8qvYHVg%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F484998%40BESTV.SMG.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
金鹰卡通,http://27.148.240.181/PLTV/88888888/224/3221227340/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EMQB404IOFNkx1lIFOFnMyQ%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2C00000001000000050000000000000151%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
卡酷卡通,http://27.148.240.181/PLTV/88888888/224/3221226916/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7E8e1qO8cu9KZ8nAmBC1WteQ%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F164297%40BESTV.SMG.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
福建少儿(高清),http://27.148.240.181/PLTV/88888888/224/3221226738/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7ET0-MQ0YA1cU3Nso0wE-udw%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F2354514%40BESTV.STA.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2

人文教育(电信),#genre#
中国教育-1(高清),http://27.148.240.181/PLTV/88888888/224/3221226912/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7E-RG9USBnayv1DNp1zg2L_g%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F3138605%40BESTV.SMG.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
中国教育-2,http://27.148.240.181/PLTV/88888888/224/3221226840/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7E_Xjdxxo7zrlaSzdYTD4vpQ%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F79471%40BESTV.SMG.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
中国教育-4(高清),http://27.148.240.181/PLTV/88888888/224/3221227075/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7E7ZaE6QQWtJ_xJeTNDdqK7w%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F79472%40BESTV.SMG.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
纪实人文(高清),http://27.148.240.181/PLTV/88888888/224/3221227307/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EBgwcAn6k5iprQ1pzmGZbLg%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2C00000001100000051406111514059258%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
欢笑剧场(高清),http://27.148.240.181/PLTV/88888888/224/3221226761/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EopZMW1xlFY5RgynWRTuCIw%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F1367710%40BESTV.SMG.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
都市剧场(高清),http://27.148.240.181/PLTV/88888888/224/3221226724/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7ECi7197Supe4JLgs1eY5hIg%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F1555881%40BESTV.SMG.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
福建教育频道(高清),http://27.148.240.181/PLTV/88888888/224/3221226884/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EebfHIVcSZD6SN7tFck1_QQ%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F3548891%40BESTV.STA.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2

游戏直播(电信),#genre#
游戏风云(高清),http://27.148.240.181/PLTV/88888888/224/3221226759/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EP7xtoDuoF1fzYiPxqFI0rQ%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F1555894%40BESTV.SMG.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
乐游(高清),http://27.148.240.181/PLTV/88888888/224/3221226768/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EwOeKaC0e3gzgNEcMxvM0Zg%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F1368437%40BESTV.SMG.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
法治天地,http://27.148.240.181/PLTV/88888888/224/3221226947/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7Eu4LgwNngpAYA4LTgEK3Ksw%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F1373%40BESTV.SMG.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
东方财经(高清),http://27.148.240.181/PLTV/88888888/224/3221227214/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EaQ4o6jGaCo10r8NkCChR1g%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F6880079%40BESTV.SMG.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
金色学堂(高清),http://27.148.240.181/PLTV/88888888/224/3221226923/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7Em0QB-Ksr2CyrezyumzVkIQ%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F1365%40BESTV.SMG.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
快乐垂钓(高清),http://27.148.240.181/PLTV/88888888/224/3221226999/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7ETw4jlhNFWtQviN-WgZsLIg%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F4766930%40BESTV.SMG.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
生活时尚(高清),http://27.148.240.181/PLTV/88888888/224/3221226740/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7Ef8ePiVrhZ2wH7-IDub4aEA%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F1555893%40BESTV.SMG.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
CGTN法语(高清),http://27.148.240.181/PLTV/88888888/224/3221227380/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EZBLO994r4eJr6lBpMn-Hog%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2C00000001000000050000000000000616%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
CGTN俄语(高清),http://27.148.240.181/PLTV/88888888/224/3221227278/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7Ehja7tQZiVOYGbXHR9G4R3w%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2C00000001000000050000000000000618%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
CGTN英文纪录(高清),http://27.148.240.181/PLTV/88888888/224/3221227367/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EEylazFz0xcS84YORvFnTCw%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2C00000001000000050000000000000614%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
直播室101,http://27.148.240.181/PLTV/88888888/224/3221227005/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7E98iEcBWfkID1SLfdxXpb0A%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F123222%40BESTV.SMG.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
直播室102,http://27.148.240.181/PLTV/88888888/224/3221227040/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EYcoH7-qdsxyGEe6Gh9w3gw%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F123223%40BESTV.SMG.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
直播室103,http://27.148.240.181/PLTV/88888888/224/3221227039/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EcM37WvK6zi32jR6-psFJyQ%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F123224%40BESTV.SMG.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
直播室104,http://27.148.240.181/PLTV/88888888/224/3221227023/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EK79xpouo4gDSQaDRx1TUsw%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F123225%40BESTV.SMG.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
直播室105,http://27.148.240.181/PLTV/88888888/224/3221227044/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7ElxwU1kLc8ok-UEUB0s4EZQ%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F123226%40BESTV.SMG.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
直播室106,http://27.148.240.181/PLTV/88888888/224/3221227009/index.m3u8?rrsip=27.148.240.138&zoneoffset=480&servicetype=1&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EXSlrhdkUo2ioyZqpPAen7w%7EWL8wrfz1WnY18ZpAVYb_2A1F4trz-ccTFEN_xZUOdHHjE2qSBblJpyfDcPSijiiRA0g7XswATCz55wkNBrNKTaTpqdn4viBZqvd7dBnKljM%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20240119172843%2C2142440%2C110.90.164.192%2C20240119172843%2CUmai%3ACHAN%2F123227%40BESTV.SMG.SMG%2C214244020240119172842%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
